id_groupe_terroriste;libellé_groupe_terroriste
3401;Unrepentant Anarchists
3402;Unsubordinated Desires
3403;Up the IRS, Inc
3404;Urban Guerrilla War
3405;Urban Guerrillas
3406;Urhobo Gbagbako
3407;Urhobo Revolutionary Army
3408;Uzair Baloch Gang
3409;Valais Group Against Hydro-Rhone
3410;Vandalicia Teodoro Suarez
3411;Vanguard of Red Youth (AKM)
3412;Vanguards of the Caliphate
3413;Vanuatu Mobile Force (VMF)
3414;Venceremos
3415;Venezuela Cartel
3416;Vengence Party
3417;Veterans United for Non-Religious Memorials
3418;Vetevendosje
3419;Vietnamese
3420;Vietnamese Detainees
3421;Vietnamese Organization to Exterminate Communists and Restore the Nation
3422;Vietnamese Refugees
3423;Vigilante Group
3424;Vigorous Burmese Student Warriors
3425;Village League
3426;Villagers
3427;Vincente Mecha Revolutionary Christians
3428;Vishwa Hindu Parishad (VHP)
3429;Viviana Gallardo Command
3430;Volunteers of Innocent People of Nagas (VIPN)
3431;Vyborg Brigade
3432;Wahhabi Movement
3433;Waltraud Boock Group
3434;Waning Abdusalam Group (WAG)
3435;War Veterans
3436;We Who Built Sweden
3437;Weather Underground, Weathermen
3438;Weichan Auka Mapu
3439;Welsh Extremists
3440;Welsh nationalists
3441;West Indonesia Mujahideen
3442;West Nile Bank Front (WNBF)
3443;West Side Boys
3444;Western Somalia Liberation Front
3445;White extremists
3446;White Guard
3447;White Legion (Ecuador)
3448;White Legion (Georgia)
3449;White Liberation Army
3450;White Mercenaries
3451;White Panther Party
3452;White Wolves
3453;White Wolves (UK)
3454;Wild Cats
3455;Wild Freedom
3456;Wild Geese of the Cities
3457;Wit Kommando
3458;Wolves of Islam
3459;Worker Autonomy, Continuous Struggle
3460;Worker Counterpower
3461;Worker's Brigade
3462;Workers Brigade for Communism
3463;Workers' Forces of Liberation
3464;Workers of the Company
3465;Workers' Organization for Communism
3466;Workers Power
3467;Workers' Revolutionary Party
3468;Workers' Self-Defense Movement (MAO)
3469;Workers/Employees
3470;Working People's Alliance (WPA)
3471;World Church of the Creator
3472;World Punishment Organization
3473;Worldwide Organization of Native Taiwanese
3474;Xhosa Tribal Workers
3475;Yakariya Bango Insurgent Group
3476;Yamaguchi-Gumi Gang
3477;Yarmouk Martyrs Brigade
3478;Yatama
3479;Yazbik Revolutionary Organization
3480;Yazidi extremists
3481;Yekbun
3482;Yellow Organization of Air Force Officers
3483;Yemenis
3484;Yich Telga
3485;Yimchunger Liberation Front (YLF)
3486;Yokoku Seiwa-Kai
3487;Young Brigade of Navarro
3488;Young Communist League
3489;Young Cuba
3490;Young Liberators of Pattani
3491;Young Officer Union of the New Generation and Reformist Armed Forces of the Philippines (YOU-RAFP)
3492;Young Pioneers
3493;Youth Action Group
3494;Youth for Revolution
3495;Youth Gang
3496;Youth Movement for the Total Liberation of Azawad
3497;Youth of Islamic Awakening
3498;Youth of the Land of Egypt
3499;Youth of the Star
3500;Youths
3501;Youths of Ali Movement
3502;Zaghawa ethnic group
3503;Zairean Socialist Party
3504;Zairian Dissidents
3505;Zapatista National Liberation Army
3506;Zarate Willka Armed Forces of Liberation
3507;Zawiya Martyrs Brigade
3508;Zebra killers
3509;Zehri Youth Force (ZYF)
3510;Zeliangrong United Front
3511;Zemun Clan
3512;Zero Point
3513;Zero Tolerance
3514;Zetas
3515;Zimbabwe African Nationalist Union (ZANU)
3516;Zimbabwe African People's Union
3517;Zimbabwe Guerrillas
3518;Zimbabwe Patriotic Front
3519;Zimbabwe People's Army (ZIPA)
3520;Zintani Militia
3521;Zionist Resistance Fighters
3522;Zomi Revolutionary Army (ZRA)
3523;Zulu Militants
3524;Zulu Miners
3525;Zuwar al-Imam Rida
3526;Zviadists
3527;Zwai Tribe
